Date MM/DD/YYYY,Station Number,Depth [meters],Discrete Chlorophyll [mg/m3],Chlorophyll a/a+PHA,Fluorescence [volts],Calculated Chlorophyll [mg/m3],Discrete Oxygen [mg/L],Oxygen Electrode Output [volts],Oxygen Saturation,Calculated Oxygen [mg/L],Discrete SPM [mg/L],Optical Backscatter [volts],Calculated SPM [mg/L],Measured Extinction Coefficient [per meter],Salinity [psu],Temperature [°C],Nitrite [µM],Nitrate + Nitrite [µM],Ammonium [µM],Phosphate [µM],Silicate [µM],Coordinates
2017-04-18,15.0,2,6.5,0.84,0.29,5.6,,9.2,93.0,9.2,13.8,0.66,15,,5.93,14.11,0.39,14.92,3.45,1.66,193.06,"(""37  58.4'"", ""-122 26.2'"")"
2017-04-18,15.0,3,,,0.27,5.1,,9.1,93.0,9.1,,0.62,14,,6.35,14.12,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2017-04-18,15.0,4,,,0.27,5,,9.1,92.0,9.1,,0.64,15,,6.66,14.14,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2017-04-18,15.0,5,,,0.27,5.1,,9.1,92.0,9.1,,0.69,16,,6.86,14.15,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2017-04-18,15.0,6,,,0.28,5.2,,9.1,92.0,9.1,,0.74,17,,6.92,14.13,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2017-04-18,15.0,7,,,0.28,5.2,,9.1,92.0,9.1,,0.79,18,,6.98,14.12,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2017-04-18,15.0,8,,,0.28,5.2,,9.1,92.0,9.1,,0.79,18,,7.07,14.12,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2017-04-18,15.0,9,,,0.28,5.2,,9.1,92.0,9.1,,0.8,18,,7.08,14.12,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2017-04-18,15.0,10,,,0.28,5.3,,9.1,92.0,9.1,,0.82,19,,7.12,14.1,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2017-04-18,15.0,11,,,0.28,5.3,,8.9,91.0,8.9,,0.87,20,,7.27,14.08,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2017-04-18,15.0,12,,,0.27,5,,8.7,89.0,8.7,,0.93,21,,9.46,13.93,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2017-04-18,15.0,13,,,0.25,4.6,,8.4,88.0,8.4,,0.97,22,,12.21,13.78,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2017-04-18,15.0,14,,,0.23,4.1,,8.2,87.0,8.2,,0.92,21,,15.15,13.59,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2017-04-18,15.0,15,,,0.21,3.8,,7.9,86.0,7.9,,0.94,21,,20.78,13.08,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2017-04-18,15.0,16,,,0.21,3.7,,7.8,85.0,7.8,,1.21,27,,21.79,12.98,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2017-04-18,15.0,17,,,0.21,3.8,,7.8,85.0,7.8,,1.38,30,,22.2,12.94,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2017-04-18,15.0,18,,,0.22,4,,7.7,84.0,7.7,,1.5,33,,22.83,12.87,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2017-04-18,15.0,19,,,0.23,4.2,,7.7,84.0,7.7,,1.92,42,,23.39,12.82,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2017-04-18,15.0,20,,,0.24,4.4,,7.7,84.0,7.7,,2.14,47,,23.64,12.8,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2017-04-18,15.0,21,,,0.25,4.5,,7.6,84.0,7.6,,2.3,50,,24,12.76,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2017-04-18,15.0,22,,,0.24,4.4,,7.6,84.0,7.6,,2.42,52,,24.1,12.74,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2017-04-18,15.0,23,5.1,0.31,0.24,4.4,,7.6,84.0,7.6,,2.57,56,,24.16,12.74,,,,,,"(""37  58.4'"", ""-122 26.2'"")"
2017-04-18,14.0,1,,,0.29,4.3,,9.1,93.0,9.1,,0.52,12,1.6,6.4,14.43,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2017-04-18,14.0,2,,,0.28,4,,9.1,93.0,9.1,,0.53,13,,6.87,14.27,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2017-04-18,14.0,3,,,0.27,3.7,,9.1,92.0,9.1,,0.55,13,,6.93,14.24,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2017-04-18,14.0,4,,,0.26,3.4,,9,92.0,9,,0.56,13,,7.09,14.21,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2017-04-18,14.0,5,,,0.25,3.3,,9,92.0,9,,0.56,13,,7.56,14.17,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2017-04-18,14.0,6,,,0.25,3.3,,8.8,91.0,8.8,,0.56,13,,8.38,14.13,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2017-04-18,14.0,7,,,0.26,3.5,,8.6,89.0,8.6,,0.56,13,,9.36,14.03,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2017-04-18,14.0,8,,,0.24,3,,8.3,87.0,8.3,,0.53,13,,12.78,13.81,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2017-04-18,14.0,9,,,0.19,1.9,,7.9,84.0,7.9,,0.46,11,,17.37,13.44,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2017-04-18,14.0,10,,,0.17,1.2,,7.6,83.0,7.6,,0.5,12,,22.76,12.91,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2017-04-18,14.0,11,,,0.17,1.3,,7.5,83.0,7.5,,0.72,17,,25.15,12.64,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2017-04-18,14.0,12,,,0.15,0.9,,7.5,83.0,7.5,,0.7,16,,25.88,12.55,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2017-04-18,14.0,13,,,0.15,0.7,,7.5,83.0,7.5,,0.69,16,,25.9,12.54,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2017-04-18,14.0,14,,,0.14,0.7,,7.5,82.0,7.5,,0.69,16,,25.91,12.54,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2017-04-18,14.0,15,,,0.14,0.6,,7.5,82.0,7.5,,0.68,16,,25.91,12.54,,,,,,"(""38  0.4'"", ""-122 24.3'"")"
2017-04-18,13.0,1,,,0.21,2.4,,9.1,92.0,9.1,,0.53,13,1.53,5.2,14.32,,,,,,"(""38  1.7'"", ""-122 22.2'"")"
2017-04-18,13.0,2,1.9,0.6,0.23,2.7,,8.9,90.0,8.9,10.9,0.53,13,,7.17,14.1,0.43,14.14,4.68,1.57,194.73,"(""38  1.7'"", ""-122 22.2'"")"
2017-04-18,13.0,3,,,0.21,2.4,,8.7,90.0,8.7,,0.53,13,,10.28,13.84,,,,,,"(""38  1.7'"", ""-122 22.2'"")"
2017-04-18,13.0,4,,,0.2,2.1,,8.6,90.0,8.6,,0.5,12,,11.29,13.8,,,,,,"(""38  1.7'"", ""-122 22.2'"")"
2017-04-18,13.0,5,,,0.2,2.1,,8.6,89.0,8.6,,0.46,11,,11.76,13.78,,,,,,"(""38  1.7'"", ""-122 22.2'"")"
2017-04-18,13.0,6,,,0.2,2,,8.4,88.0,8.4,,0.45,11,,12.15,13.76,,,,,,"(""38  1.7'"", ""-122 22.2'"")"
2017-04-18,13.0,7,,,0.2,2,,8.2,86.0,8.2,,0.47,11,,14.68,13.57,,,,,,"(""38  1.7'"", ""-122 22.2'"")"
2017-04-18,13.0,8,,,0.18,1.6,,7.9,85.0,7.9,,0.69,16,,20.49,13.13,,,,,,"(""38  1.7'"", ""-122 22.2'"")"
2017-04-18,13.0,9,2.1,0.39,0.17,1.4,,7.8,85.0,7.8,,0.96,22,,22.67,12.94,,,,,,"(""38  1.7'"", ""-122 22.2'"")"
2017-04-18,12.0,1,,,0.23,2.8,,9.3,93.0,9.3,,0.7,16,1.61,3.4,14.27,,,,,,"(""38  3.1'"", ""-122 18.7'"")"
2017-04-18,12.0,2,,,0.25,3.3,,9.2,92.0,9.2,,0.74,17,,4.57,14.07,,,,,,"(""38  3.1'"", ""-122 18.7'"")"
2017-04-18,12.0,3,,,0.25,3.4,,8.9,90.0,8.9,,0.79,18,,7.37,13.9,,,,,,"(""38  3.1'"", ""-122 18.7'"")"
2017-04-18,12.0,4,,,0.24,3.1,,8.7,89.0,8.7,,0.91,20,,9.38,13.8,,,,,,"(""38  3.1'"", ""-122 18.7'"")"
2017-04-18,12.0,5,,,0.22,2.6,,8.4,88.0,8.4,,1.01,23,,13.65,13.58,,,,,,"(""38  3.1'"", ""-122 18.7'"")"
2017-04-18,12.0,6,,,0.2,2.1,,8.3,87.0,8.3,,1.08,24,,15.49,13.47,,,,,,"(""38  3.1'"", ""-122 18.7'"")"
2017-04-18,12.0,7,,,0.18,1.6,,8.2,87.0,8.2,,0.99,22,,16.44,13.41,,,,,,"(""38  3.1'"", ""-122 18.7'"")"
2017-04-18,11.0,1,,,0.29,4.2,,9.7,96.0,9.7,,0.8,18,1.8,1.51,14.11,,,,,,"(""38   3.6'"", ""-122 16.0'"")"
2017-04-18,11.0,2,,,0.3,4.4,,9.6,95.0,9.6,,0.8,18,,1.81,14.1,,,,,,"(""38   3.6'"", ""-122 16.0'"")"
2017-04-18,11.0,3,,,0.29,4.2,,9.5,94.0,9.5,,0.81,18,,2.47,14.07,,,,,,"(""38   3.6'"", ""-122 16.0'"")"
2017-04-18,11.0,4,,,0.28,3.9,,9.2,92.0,9.2,,0.81,18,,5.03,13.93,,,,,,"(""38   3.6'"", ""-122 16.0'"")"
2017-04-18,11.0,5,,,0.26,3.5,,8.9,91.0,8.9,,0.81,18,,7.17,13.85,,,,,,"(""38   3.6'"", ""-122 16.0'"")"
2017-04-18,11.0,6,,,0.24,3,,8.7,90.0,8.7,,0.9,20,,10.16,13.74,,,,,,"(""38   3.6'"", ""-122 16.0'"")"
2017-04-18,11.0,7,,,0.21,2.4,,8.6,89.0,8.6,,1.07,24,,10.74,13.72,,,,,,"(""38   3.6'"", ""-122 16.0'"")"
2017-04-18,11.0,8,,,0.21,2.2,,8.5,89.0,8.5,,1.12,25,,11.8,13.67,,,,,,"(""38   3.6'"", ""-122 16.0'"")"
2017-04-18,11.0,9,,,0.21,2.2,,8.4,88.0,8.4,,1.2,27,,12.67,13.64,,,,,,"(""38   3.6'"", ""-122 16.0'"")"
2017-04-18,11.0,10,,,0.21,2.3,,8.3,87.0,8.3,,1.29,29,,13.48,13.6,,,,,,"(""38   3.6'"", ""-122 16.0'"")"
2017-04-18,11.0,11,,,0.21,2.2,,8.2,87.0,8.2,,1.47,32,,15,13.51,,,,,,"(""38   3.6'"", ""-122 16.0'"")"
2017-04-18,11.0,12,,,0.21,2.3,,8.1,86.0,8.1,,1.57,34,,16.99,13.38,,,,,,"(""38   3.6'"", ""-122 16.0'"")"
2017-04-18,11.0,13,,,0.21,2.3,,8,86.0,8,,1.55,34,,17.76,13.32,,,,,,"(""38   3.6'"", ""-122 16.0'"")"
2017-04-18,11.0,14,,,0.21,2.3,,8,86.0,8,,1.57,34,,17.94,13.31,,,,,,"(""38   3.6'"", ""-122 16.0'"")"
2017-04-18,11.0,15,,,0.22,2.4,,7.9,85.0,7.9,,1.47,32,,19.04,13.24,,,,,,"(""38   3.6'"", ""-122 16.0'"")"
2017-04-18,11.0,16,,,0.2,2.1,,7.9,85.0,7.9,,1.42,31,,18.98,13.24,,,,,,"(""38   3.6'"", ""-122 16.0'"")"
2017-04-18,11.0,17,,,0.2,2,,7.9,85.0,7.9,,1.39,31,,19.12,13.23,,,,,,"(""38   3.6'"", ""-122 16.0'"")"
2017-04-18,10.0,1,,,0.28,4.1,,9.8,96.0,9.8,,0.88,20,1.84,1.05,14.1,,,,,,"(""38  3.6'"", ""-122 12.5'"")"
2017-04-18,10.0,2,,,0.29,4.3,,9.8,96.0,9.8,,0.9,20,,1.11,14.05,,,,,,"(""38  3.6'"", ""-122 12.5'"")"
2017-04-18,10.0,3,,,0.31,4.7,,9.8,96.0,9.8,,0.92,21,,1.13,14.05,,,,,,"(""38  3.6'"", ""-122 12.5'"")"
2017-04-18,10.0,4,,,0.31,4.7,,9.8,96.0,9.8,,0.93,21,,1.23,14.06,,,,,,"(""38  3.6'"", ""-122 12.5'"")"
2017-04-18,10.0,5,,,0.31,4.8,,9.7,95.0,9.7,,0.95,21,,1.51,14.08,,,,,,"(""38  3.6'"", ""-122 12.5'"")"
2017-04-18,10.0,6,,,0.31,4.8,,9.6,95.0,9.6,,0.99,22,,2.38,14.08,,,,,,"(""38  3.6'"", ""-122 12.5'"")"
2017-04-18,10.0,7,,,0.32,4.9,,9.5,94.0,9.5,,1.04,23,,2.94,14.07,,,,,,"(""38  3.6'"", ""-122 12.5'"")"
2017-04-18,10.0,8,,,0.31,4.8,,9.4,93.0,9.4,,1.09,24,,4.17,14.01,,,,,,"(""38  3.6'"", ""-122 12.5'"")"
2017-04-18,10.0,9,,,0.3,4.5,,9.3,93.0,9.3,,1.11,25,,4.54,13.99,,,,,,"(""38  3.6'"", ""-122 12.5'"")"
2017-04-18,10.0,10,,,0.3,4.6,,9.2,92.0,9.2,,1.14,25,,5.16,13.94,,,,,,"(""38  3.6'"", ""-122 12.5'"")"
2017-04-18,10.0,11,,,0.3,4.4,,9.1,92.0,9.1,,1.17,26,,5.76,13.91,,,,,,"(""38  3.6'"", ""-122 12.5'"")"
2017-04-18,10.0,12,,,0.29,4.2,,9.1,92.0,9.1,,1.17,26,,6.09,13.9,,,,,,"(""38  3.6'"", ""-122 12.5'"")"
2017-04-18,10.0,13,,,0.27,3.8,,9,91.0,9,,1.14,25,,6.51,13.88,,,,,,"(""38  3.6'"", ""-122 12.5'"")"
2017-04-18,10.0,14,,,0.26,3.6,,9,91.0,9,,1.13,25,,7.01,13.86,,,,,,"(""38  3.6'"", ""-122 12.5'"")"
2017-04-18,10.0,15,,,0.25,3.2,,8.8,90.0,8.8,,1.18,26,,8.12,13.82,,,,,,"(""38  3.6'"", ""-122 12.5'"")"
2017-04-18,10.0,16,,,0.24,3,,8.6,89.0,8.6,,1.26,28,,9.87,13.76,,,,,,"(""38  3.6'"", ""-122 12.5'"")"
2017-04-18,10.0,17,,,0.22,2.6,,8.4,88.0,8.4,,1.29,28,,12.39,13.67,,,,,,"(""38  3.6'"", ""-122 12.5'"")"
2017-04-18,9.0,1,,,0.32,5,,9.7,96.0,9.7,,1.07,24,2.48,0.68,14.54,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,2,7.5,0.78,0.35,5.6,,9.7,96.0,9.7,23.9,1.06,24,,0.74,14.41,0.29,13.28,2.61,1.36,228.01,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,3,,,0.37,6.2,,9.7,96.0,9.7,,1.07,24,,0.76,14.38,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,4,,,0.36,6.1,,9.7,96.0,9.7,,1.05,23,,0.79,14.33,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,5,,,0.36,6,,9.8,96.0,9.8,,1.02,23,,0.91,14.21,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,6,,,0.35,5.7,,9.8,96.0,9.8,,0.97,22,,0.92,14.21,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,7,,,0.35,5.8,,9.7,96.0,9.7,,0.97,22,,1.09,14.18,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,8,,,0.35,5.7,,9.7,96.0,9.7,,0.97,22,,1.13,14.18,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,9,,,0.35,5.7,,9.7,95.0,9.7,,0.96,22,,1.12,14.19,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,10,,,0.35,5.6,,9.7,95.0,9.7,,0.94,21,,1.48,14.16,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,11,,,0.33,5.2,,9.7,95.0,9.7,,0.92,21,,1.61,14.13,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,12,,,0.34,5.4,,9.7,95.0,9.7,,0.91,20,,1.58,14.14,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,13,,,0.35,5.6,,9.7,95.0,9.7,,0.9,20,,1.49,14.16,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,14,,,0.33,5.3,,9.7,95.0,9.7,,0.91,20,,1.54,14.15,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,15,,,0.33,5.3,,9.7,95.0,9.7,,0.89,20,,1.58,14.14,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,16,,,0.33,5.3,,9.7,95.0,9.7,,0.89,20,,1.64,14.13,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,17,,,0.33,5.3,,9.7,95.0,9.7,,0.89,20,,1.9,14.1,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,18,,,0.34,5.5,,9.6,95.0,9.6,,0.88,20,,1.74,14.12,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,19,,,0.33,5.3,,9.6,95.0,9.6,,0.87,20,,1.82,14.11,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,20,,,0.33,5.2,,9.5,94.0,9.5,,0.88,20,,2.66,14.08,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,21,,,0.33,5.2,,9.4,93.0,9.4,,0.94,21,,3.17,14.07,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,22,,,0.33,5.2,,9.1,92.0,9.1,,0.96,21,,4.58,14.03,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,23,,,0.3,4.6,,8.8,90.0,8.8,,1.01,23,,7.93,13.88,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,24,,,0.25,3.3,,8.7,89.0,8.7,,1.09,24,,9.67,13.78,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,9.0,25,2.2,0.35,0.23,2.8,,8.7,89.0,8.7,,1.23,27,,10.03,13.77,,,,,,"(""38  3.4'"", ""-122 11.1'"")"
2017-04-18,8.0,1,,,0.25,3.3,,10,97.0,10,,0.86,19,1.76,0.15,13.86,,,,,,"(""38  1.8'"", ""-122 9.1'"")"
2017-04-18,8.0,2,,,0.27,3.7,,10,97.0,10,,0.84,19,,0.15,13.87,,,,,,"(""38  1.8'"", ""-122 9.1'"")"
2017-04-18,8.0,3,,,0.27,3.8,,9.9,96.0,9.9,,0.84,19,,0.15,13.86,,,,,,"(""38  1.8'"", ""-122 9.1'"")"
2017-04-18,8.0,4,,,0.27,3.8,,9.9,96.0,9.9,,0.84,19,,0.16,13.82,,,,,,"(""38  1.8'"", ""-122 9.1'"")"
2017-04-18,8.0,5,,,0.28,3.9,,10,96.0,10,,0.87,20,,0.16,13.77,,,,,,"(""38  1.8'"", ""-122 9.1'"")"
2017-04-18,8.0,6,,,0.28,4,,9.9,96.0,9.9,,0.88,20,,0.16,13.77,,,,,,"(""38  1.8'"", ""-122 9.1'"")"
2017-04-18,8.0,7,,,0.28,4,,10,96.0,10,,0.89,20,,0.18,13.76,,,,,,"(""38  1.8'"", ""-122 9.1'"")"
2017-04-18,8.0,8,,,0.29,4.2,,9.9,96.0,9.9,,0.9,20,,0.27,13.74,,,,,,"(""38  1.8'"", ""-122 9.1'"")"
2017-04-18,8.0,9,,,0.29,4.2,,9.9,96.0,9.9,,0.93,21,,0.51,13.75,,,,,,"(""38  1.8'"", ""-122 9.1'"")"
2017-04-18,8.0,10,,,0.29,4.3,,9.8,95.0,9.8,,1.07,24,,0.64,13.8,,,,,,"(""38  1.8'"", ""-122 9.1'"")"
2017-04-18,8.0,11,,,0.29,4.3,,9.7,95.0,9.7,,1.32,29,,0.89,13.86,,,,,,"(""38  1.8'"", ""-122 9.1'"")"
2017-04-18,8.0,12,,,0.29,4.3,,9.6,94.0,9.6,,1.36,30,,1.73,13.81,,,,,,"(""38  1.8'"", ""-122 9.1'"")"
2017-04-18,8.0,13,,,0.28,4.1,,9.5,94.0,9.5,,1.36,30,,2.83,13.76,,,,,,"(""38  1.8'"", ""-122 9.1'"")"
2017-04-18,8.0,14,,,0.26,3.6,,9.3,92.0,9.3,,1.2,27,,3.53,13.75,,,,,,"(""38  1.8'"", ""-122 9.1'"")"
2017-04-18,8.0,15,,,0.24,2.9,,9,90.0,9,,1.08,24,,6.2,13.77,,,,,,"(""38  1.8'"", ""-122 9.1'"")"
2017-04-18,8.0,16,,,0.21,2.3,,8.6,87.0,8.6,,0.91,21,,7.66,13.77,,,,,,"(""38  1.8'"", ""-122 9.1'"")"
2017-04-18,7.0,1,3.5,0.65,0.27,3.8,,9.9,96.0,9.9,,1.05,23,1.7,0.07,14.04,,,,,,"(""38  2.9'"", ""-122 5.8'"")"
2017-04-18,7.0,2,,,0.3,4.4,,9.9,96.0,9.9,,1.06,24,,0.07,14.01,,,,,,"(""38  2.9'"", ""-122 5.8'"")"
2017-04-18,7.0,3,,,0.3,4.5,,9.9,96.0,9.9,,1.06,24,,0.07,14.02,,,,,,"(""38  2.9'"", ""-122 5.8'"")"
2017-04-18,7.0,4,,,0.29,4.3,,9.9,96.0,9.9,,1.06,24,,0.07,14.02,,,,,,"(""38  2.9'"", ""-122 5.8'"")"
2017-04-18,7.0,5,,,0.3,4.4,,9.9,96.0,9.9,,1.05,23,,0.07,14,,,,,,"(""38  2.9'"", ""-122 5.8'"")"
2017-04-18,7.0,6,,,0.3,4.5,,9.9,96.0,9.9,,1.05,23,,0.07,14,,,,,,"(""38  2.9'"", ""-122 5.8'"")"
2017-04-18,7.0,7,,,0.3,4.5,,9.9,96.0,9.9,,1.07,24,,0.07,14,,,,,,"(""38  2.9'"", ""-122 5.8'"")"
2017-04-18,7.0,8,,,0.3,4.5,,9.9,96.0,9.9,,1.05,23,,0.07,14,,,,,,"(""38  2.9'"", ""-122 5.8'"")"
2017-04-18,7.0,9,,,0.3,4.4,,9.9,96.0,9.9,,1.07,24,,0.07,14,,,,,,"(""38  2.9'"", ""-122 5.8'"")"
2017-04-18,7.0,10,,,0.29,4.3,,9.9,96.0,9.9,,1.07,24,,0.07,14,,,,,,"(""38  2.9'"", ""-122 5.8'"")"
2017-04-18,7.0,11,,,0.3,4.4,,9.9,96.0,9.9,,1.08,24,,0.07,14,,,,,,"(""38  2.9'"", ""-122 5.8'"")"
2017-04-18,7.0,12,,,0.3,4.4,,9.9,96.0,9.9,,1.07,24,,0.07,14,,,,,,"(""38  2.9'"", ""-122 5.8'"")"
2017-04-18,7.0,13,,,0.3,4.5,,9.9,96.0,9.9,,1.08,24,,0.07,14,,,,,,"(""38  2.9'"", ""-122 5.8'"")"
2017-04-18,7.0,14,,,0.3,4.4,,9.9,96.0,9.9,,1.07,24,,0.07,14,,,,,,"(""38  2.9'"", ""-122 5.8'"")"
2017-04-18,6.0,1,,,0.29,4.3,,10.2,98.0,10.2,,1.1,24,1.7,0.06,13.61,,,,,,"(""38  3.9'"", ""-122  2.1'"")"
2017-04-18,6.0,2,4.8,0.77,0.3,4.6,,10.2,98.0,10.2,18.9,1.09,24,,0.06,13.61,0.21,9.85,3.11,1.06,238,"(""38  3.9'"", ""-122  2.1'"")"
2017-04-18,6.0,3,,,0.31,4.6,,10.2,98.0,10.2,,1.08,24,,0.06,13.61,,,,,,"(""38  3.9'"", ""-122  2.1'"")"
2017-04-18,6.0,4,,,0.31,4.7,,10.2,98.0,10.2,,1.08,24,,0.06,13.61,,,,,,"(""38  3.9'"", ""-122  2.1'"")"
2017-04-18,6.0,5,,,0.31,4.7,,10.2,98.0,10.2,,1.07,24,,0.06,13.6,,,,,,"(""38  3.9'"", ""-122  2.1'"")"
2017-04-18,6.0,6,,,0.31,4.7,,10.1,98.0,10.1,,1.06,24,,0.06,13.6,,,,,,"(""38  3.9'"", ""-122  2.1'"")"
2017-04-18,6.0,7,,,0.31,4.7,,10.2,98.0,10.2,,1.06,24,,0.06,13.6,,,,,,"(""38  3.9'"", ""-122  2.1'"")"
2017-04-18,6.0,8,,,0.31,4.8,,10.2,98.0,10.2,,1.05,24,,0.06,13.59,,,,,,"(""38  3.9'"", ""-122  2.1'"")"
2017-04-18,6.0,9,,,0.32,4.9,,10.2,98.0,10.2,,1.07,24,,0.06,13.59,,,,,,"(""38  3.9'"", ""-122  2.1'"")"
2017-04-18,6.0,10,4.7,0.73,0.32,5,,10.2,98.0,10.2,22.1,1.06,24,,0.06,13.59,,,,,,"(""38  3.9'"", ""-122  2.1'"")"
2017-04-18,5.0,1,,,0.31,4.8,,10.1,97.0,10.1,,1.12,25,1.67,0.07,13.79,,,,,,"(""38  3.6'"", ""-121  58.8'"")"
2017-04-18,5.0,2,,,0.31,4.7,,10.1,97.0,10.1,,1.11,25,,0.07,13.78,,,,,,"(""38  3.6'"", ""-121  58.8'"")"
2017-04-18,5.0,3,,,0.3,4.6,,10.1,97.0,10.1,,1.13,25,,0.07,13.78,,,,,,"(""38  3.6'"", ""-121  58.8'"")"
2017-04-18,5.0,4,,,0.3,4.4,,10.1,97.0,10.1,,1.13,25,,0.07,13.78,,,,,,"(""38  3.6'"", ""-121  58.8'"")"
2017-04-18,5.0,5,,,0.31,4.6,,10.1,97.0,10.1,,1.12,25,,0.07,13.79,,,,,,"(""38  3.6'"", ""-121  58.8'"")"
2017-04-18,5.0,6,,,0.31,4.7,,10.1,98.0,10.1,,1.11,25,,0.07,13.78,,,,,,"(""38  3.6'"", ""-121  58.8'"")"
2017-04-18,5.0,7,,,0.32,5,,10.1,97.0,10.1,,1.1,25,,0.07,13.78,,,,,,"(""38  3.6'"", ""-121  58.8'"")"
2017-04-18,5.0,8,,,0.32,5,,10.1,97.0,10.1,,1.11,25,,0.07,13.78,,,,,,"(""38  3.6'"", ""-121  58.8'"")"
2017-04-18,5.0,9,,,0.32,5,,10.1,97.0,10.1,,1.12,25,,0.07,13.78,,,,,,"(""38  3.6'"", ""-121  58.8'"")"
2017-04-18,5.0,10,,,0.32,5,,10.1,98.0,10.1,,1.1,24,,0.07,13.78,,,,,,"(""38  3.6'"", ""-121  58.8'"")"
2017-04-18,5.0,11,,,0.3,4.4,,10.1,98.0,10.1,,1.11,25,,0.07,13.78,,,,,,"(""38  3.6'"", ""-121  58.8'"")"
2017-04-18,4.0,1,,,0.3,4.5,,9.8,96.0,9.8,,0.95,21,1.27,0.07,14.26,,,,,,"(""38  2.9'"", ""-121  56.1'"")"
2017-04-18,4.0,2,,,0.3,4.4,,9.8,96.0,9.8,,0.97,22,,0.07,14.28,,,,,,"(""38  2.9'"", ""-121  56.1'"")"
2017-04-18,4.0,3,,,0.3,4.4,,9.8,96.0,9.8,,0.96,22,,0.07,14.27,,,,,,"(""38  2.9'"", ""-121  56.1'"")"
2017-04-18,4.0,4,,,0.3,4.6,,9.8,96.0,9.8,,0.96,22,,0.07,14.27,,,,,,"(""38  2.9'"", ""-121  56.1'"")"
2017-04-18,4.0,5,,,0.3,4.4,,9.8,96.0,9.8,,0.96,22,,0.07,14.27,,,,,,"(""38  2.9'"", ""-121  56.1'"")"
